(2,2,2);True;0.00031375885009765625
(2,2,2);False;0.00020575523376464844
(2,3,2);True;0.0003840923309326172
(2,3,2);False;0.0010080337524414062
(3,3,2);True;0.0006947517395019531
(3,3,2);False;0.017275094985961914
(4,2,2);True;0.00043702125549316406
(4,2,2);False;0.0054340362548828125
(5,2,2);True;0.0006248950958251953
(5,2,2);False;0.03864097595214844
(6,2,2);True;0.0009038448333740234
(6,2,2);False;0.30551791191101074
(7,2,2);True;0.0010750293731689453
(7,2,2);False;2.575101852416992
(4,3,2);True;0.0010612010955810547
(4,3,2);False;0.38921594619750977
(4,4,2);True;0.002174854278564453
(4,4,2);False;23.718730211257935
(5,3,2);True;0.0014121532440185547
(5,3,2);False;12.149909734725952
(8,2,2);True;0.0011336803436279297
(8,2,2);False;26.67205286026001
